lat,lon,time,SIS,SID
46.05000305175781,11.550003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.599998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.650001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.700004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.75,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.800003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.849998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.900001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.950004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.0,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.050003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.099998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.150001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.200004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.25,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.300003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.349998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.400001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.450004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.5,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.550003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.599998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.650001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.700004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.75,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.800003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.849998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.900001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,12.950004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.0,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.050003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.099998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.150001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.200004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.25,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.300003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.349998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.400001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.450004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.5,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.550003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.599998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.650001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.700004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.75,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.800003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.849998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,13.900001525878906,2021-05-07T00:30:00,0.0,0.0
